"OWCODE","ShortCompanyName","CountryName","Telephone","Telex","Emailaddress","Website","FullName","NationalityofRegistration","NationalityofControl","LastChangeDate","CompanyStatus","FullAddress","Facsimile"
"4199948","THANH CONG SHIPPING CO LTD","Vietnam","+84 4 3857 45418","","","","Thanh Cong Shipping Co Ltd ","Vietnam","","20131212","","Hai Hau District, Nam Dinh Province, Vietnam.","+84 4 3857 45421"
"4200629","PHU LOC SHIPPING & TRADING JSC","Vietnam","+84 36 3710856","","","","Phu Loc Shipping & Trading JSC ","Vietnam","","20140225","","Zone 5, Diem Dien, Thai Thuy District, Thai Binh Province, Vietnam.","+84 36 3710856"
"4200646","VUONG THANH VINH SHIPPING JSC","Vietnam","+84 36 3853030","","","","Vuong Thanh Vinh Shipping JSC ","Vietnam","","20140225","","Zone 7, Diem Dien, Thai Thuy District, Thai Binh Province, Vietnam.","+84 36 3853030"
"4201074","SESA STERLITE LTD","India","+91 832 229 8357","","","","Sesa Sterlite Ltd ","India","India","20140129","","Care of Sesa Goa Ltd , Sirsaim, Tivim, Bardez, Goa, 403502, India.","+91 832 299 8439"
"4201176","THANH DAT SHIPPING CO LTD","Vietnam","+84 94 517 2077","","","","Thanh Dat Shipping Co Ltd ","Vietnam","","20140129","","12, Tan Quy, Tan Phu District, Ho Chi Minh City, Vietnam.","+84 8 3821 8878"
"4201233","SINGAPORE GOVT POLICE COAST","Singapore","","","","www.spf.gov.sg","Government of The Republic of Singapore (Singapore Police Coast Guard)","Singapore","Singapore","20140430","","11, Brani Way, Singapore 098658","+65 6 376 7331"
"4203022","HAI MINH SHIPPING SERV CO LTD","Vietnam","+84 36 385 3013","","","","Hai Minh Shipping Service Co Ltd ","Vietnam","","20140314","","Zone 1, Diem Dien, Thai Thuy District, Thai Binh Province, Vietnam.","+84 36 385 3013"
"4204153","PHU DAT TRANSPORT & TRADING CO","Vietnam","+84 350 388 3584","","","","Phu Dat Transport & Trading Co Ltd ","Vietnam","","20140418","","Cat Thanh, Truc Ninh District, Nam Dinh Province, Vietnam.",""
"4204167","THUAN AN SHIPPING JSC","Vietnam","+84 36 371 3425","","","","Thuan An Shipping JSC ","Vietnam","","20140905","","Zone 6, Diem Dien, Thai Thuy District, Thai Binh Province, Vietnam.","+84 36 371 2069"
"4204286","THANH PHAT SHIPPING AGENCY","Vietnam","","","","","Thanh Phat Shipping Agency Trading JSC ","Vietnam","","20140425","","Room 8, B-Block, Trung Luc, Hai An District, Haiphong City, Vietnam.",""
"4204520","DONG NAM A PETROLEUM PSC","Vietnam","+84 4 3941 3981","","","","Dong Nam A Petroleum PSC ","Vietnam","","20140502","","Nguyen Thuong Hien, Hoan Kiem District, Hanoi City, Vietnam.","+84 4 3941 3980"
"4204547","SAI GON SHIPBUIDING INDUSTRY","Vietnam","+84 8 3850 6341","","info@ssic.com.vn","www.ssic.com.vn","Sai Gon Shipbuiding Industry Co ","Vietnam","","20140502","","Pham The Hien, District 8, Ho Chi Minh City, Vietnam.","+84 8 3850 4914"
"4204808","HONG PHUC SEAING TRANSPORT SVC","Vietnam","+84 31 364 2656","","","","Hong Phuc Seaing Transport Service Trading Co Ltd","Vietnam","","20140509","","An Lu, Thuy Nguyen District, Haiphong City, Vietnam.","+84 31 325 0426"
"4204856","HUNG HAU RIVER SEA TRANSPORT","Vietnam","+84 350 387 6245","","","","Hung Hau River Sea Transport JSC ","Vietnam","","20140512","","Hai Hoa, Hai Hau District, Nam Dinh Province, Vietnam.","+84 350 387 6245"
"4204944","TRUNG THANG SERVICE JSC","Vietnam","+84 36 371 0486","","","","Trung Thang Service JSC ","Vietnam","","20140515","","Diem Dien, Thai Thuy District, Thai Binh Province, Vietnam.","+84 36 371 0486"
"4204975","PHUONG DONG A & A CO LTD","Vietnam","+84 30 389 9336","","","","Phuong Dong A & A Co Ltd ","Vietnam","","20140515","","Bich Dao, Ninh Binh City, Vietnam.",""
"4205081","JIANGSU XIANGTAI MARINE CO LTD","China, People's Republic of","+86 523 8687 9090","","xiangtaihaiyun@163.com","","Jiangsu Xiangtai Marine Co Ltd ","China, People's Republic of","China, People's Republic of","20140521","","Rooms 212-213, 719-1 Building, Jiangzhou Beilu, Hailing Qu, Taizhou, Jiangsu, China.","+86 523 8687 9113"
"4206530","ZHEJIANG CHANGCHANG SHIPPING","China, People's Republic of","+86 576 8886 1690","","","","Zhejiang Changchang Shipping Co Ltd ","China, People's Republic of","","20140718","","Room 22A, Taizhou Building, 18, Aihua Lu, Jiaojiang Qu, Taizhou, Zhejiang, China.",""
"5011009","AULAC CORP","Vietnam","+84 8 3820 0441","","aulac-asc@aulac.com.vn","www.aulac.com.vn","Aulac Corp ","Vietnam","Vietnam","20140718","","Ward 8, 92B, Tran Quoc Toan, District 3, Ho Chi Minh City, Vietnam.","+84 8 3820 0440"
"5012497","GENEQ CORP","Japan","+81 3 5777 2405","","tokyo@geneq.co.jp","www.geneq.co.jp","Geneq Corp (KK Geneq) ","Japan","Japan","20140204","","2nd Floor, Shinbashi Kono Building, 4-1, Shinbashi 5-chome, Minato-ku, Tokyo-to, 103-0016, Japan.","+81 3 5777 2406"
"5013708","GERDES BEREEDERUNGS","Germany","+49 5932 72820","","info@reederei-gerdes.de","www.reederei-gerdes.de","Gerdes Bereederungs und Verwaltungs GmbH","Germany","Germany","20140811","","Hermannstrasse 1A, 49733 Haren (Ems), Germany.","+49 5932 728220"
"5021552","LOGINDO SAMUDRAMAKMUR TBK PT","Indonesia","+62 21 6471 3088","","edlog@logindo.com","www.logindo.co.id","PT Logindo Samudramakmur Tbk ","Indonesia","Indonesia","20140612","","Graha Corner Stone, Jalan Rajawali Sel 1, Jakarta, 10720, Indonesia.","+62 21 6471 3220"
"5022388","FINNLINES SHIP MANAGEMENT AB","Sweden","+46 40 176840","","seapersonnelswe@finnlines.com","www.finnlines.fi","Finnlines Ship Management AB ","Sweden","Finland","20120621","","Grimsbygatan 8, SE-211 20 Malmo, Sweden.","+46 40 176841"
"5025087","STENA BULK LLC","United States of America","+1 713 874 5960","","infous@stenabulk.com","www.stenabulk.com","Stena Bulk LLC ","United States of America","Sweden","20121017","","Suite 760, 2727, Allen Parkway, Houston TX 77019-2115, USA.","+1 713 874 5995"
"5026381","GENERAL MARITIME MANAGEMENT","United States of America","+1 212 763 5625","","operations@gmmllc.us","www.generalmaritimecorp.com","General Maritime Management LLC ","United States of America","Greece","20140529","","299, Park Avenue, New York NY 10171-0002, USA.","+1 212 763 5603"
"5042791","GEOSHIPS SRL","Italy","+39 096 622265","","info@geoships.com","","Geoships Srl ","Italy","Italy","20131107","","Via Interna Marina 69, 88900 Crotone KR, Italy.","+39 096 266 5817"
"5043331","TBS SRL","Italy","+39 081 420 1335","","shiptbs@libero.it","","TBS Srl ","Italy","Italy","20090416","","Vico II San Nicola alla Dogana 9, 80133 Naples NA, Italy.","+39 081 542 2797"
"5043861","DL EAST SHIPPING CO LTD-DALIAN","China, People's Republic of","+86 411 8270 8844","","","","DL East Shipping Co Ltd ","China, People's Republic of","China, People's Republic of","20131022","","Room 902, 48-3, Luxun Lu, Zhongshan Qu, Dalian, Liaoning, China.","+86 411 8271 3422"
"5045632","KORKYRA SHIPPING LTD","Croatia","+385 20 716392","","korkyra.shipping@du.t-com.hr","www.korship.com","Korkyra Shipping Ltd ","Croatia","Croatia","20120607","","ACI Marina, setaliste Frana Krsinica 4, HR-20260 Korcula, Croatia.","+385 20 716395"
"5046644","TRADEX SHIPPING CO PVT LTD","India","+91 44 2434 6778","","venkat@tradexshipping.com","www.tradexshipping.com","Tradex Shipping Co Pvt Ltd (Tradex India)","India","India","20120409","","24, Bagavantham Street, Thygaravanagar, Chennai, 600017, India.","+91 44 2435 1597"
"5053805","SIM DENIZCILIK","Turkey","+90 262 724 8530","","sim-den@superonline.com","","Sim Denizcilik Sanayi ve Ticaret AS ","Turkey","Turkey","20110926","","Kisim D-4016, Organize Sanayi Bolgesi 1, 41455 Dilovasi Turkey.","+90 262 724 8582"
"5060206","ABS MARINE SERVICES PVT LTD","India","+91 44 4291 4141","","technical@absmarine.com","www.absmarine.com","ABS Marine Services Pvt Ltd ","India","India","20130516","","15, Valliammal Road, Vepery, Chennai, 600007, India.","+91 44 4291 4145"
"5061093","DERNA CARRIERS SA","Greece","+30 210 898 0365","","operations@derna-carriers.gr","","Derna Carriers SA ","Panama","Greece","20120622","","8, Iatrou A Liougka Street, Glyfada, 166 75 Athens, Greece.","+30 210 968 1354"
"5061734","JIUJIANG ZHENXING SHIPPING CO","China, People's Republic of","+86 21 6275 3463","","","","Jiujiang Zhenxing Shipping Co ","China, People's Republic of","China, People's Republic of","20090825","","15, Wuchengzhen, Yongxiu Xian, Jiangxi, China.","+86 21 6275 3463"
"5064212","MARCONSULT SCHIFFAHRT GMBH","Germany","+49 40 380 2040","","charter@mc-schiffahrt.de","www.mc-schiffahrt.de","MarConsult Schiffahrt (GmbH & Co) KG ","Germany","Germany","20110908","","Halle K5, Gasstrasse 4B, 22761 Hamburg, Germany.","+49 40 3802 0410"
"5066956","AOXING SHIP MANAGEMENT","China, People's Republic of","+86 21 6104 8691","8533033","marine@sinochem.com","www.sinochemintl.com","Aoxing Ship Management (Shanghai) Ltd ","China, People's Republic of","China, People's Republic of","20131210","","26th Floor, Jinmao Tower, 88, Shiji Dadao, Pudong Xinqu, Shanghai, 200121, China.","+86 21 5047 0836"
"5070349","BELCHEM SINGAPORE PTE LTD","Singapore","+65 6795 1661","","mail@belchem.com.sg","www.belships.com.sg","Belchem Singapore Pte Ltd ","Singapore","Norway","20080228","","09-104 Trade Hub 21, 18, Boon Lay Way Singapore 609966","+65 6795 6116"
"5073238","LEONHARDT & BLUMBERG REEDEREI","Germany","+49 40 361460","","info@leonhardt-blumberg.com","www.leonhardt-blumberg.com","Leonhardt & Blumberg Reederei GmbH & Co KG","Germany","Germany","20140922","","Neumuehlen 13, 22763 Hamburg, Germany.","+49 40 3614 6123"
"5074077","WILSON EUROCARRIERS AS","Norway","+47 55 30 82 00","","eurocarriers@wilsonship.no","www.wilsonship.no","Wilson EuroCarriers AS ","Norway","Norway","20120807","","Bradbenken 1, 5003 Bergen, Norway.",""
"5075588","YANTAI PINGYANG SHIPPING CO","China, People's Republic of","+86 535 608 7666","","pingyangshipping@163.com","","Yantai Pingyang Shipping Co Ltd ","China, People's Republic of","China, People's Republic of","20121108","","Room 1001, Unit 1,Tower 1, Jinri Huayuan, 439, Shengli Lu, Zhifu Qu, Yantai, Shandong, 264000, China.","+86 535 608 6888"
"5076997","HOEGH AUTOLINERS AS","Norway","+47 21 03 90 00","","autoliners@hoegh.com","www.hoeghautoliners.com","Hoegh Autoliners AS ","Norway","Norway","20130304","","Drammensveien 134, 0277 Oslo, Norway.","+47 21 03 90 12"
"5077037","SUNWOO CORP","Korea, South","+82 31 946 3967","","sunwoo@swfishery.com","www.swfishery.com","Sunwoo Corp ","Korea, South","Korea, South","20121010","","624-5, Dayul-ri, Gyoha-dong, Paju, Gyeonggi-do, 413-070, South Korea.","+82 31 946 3965"
"5082987","QUANG THINH CO LTD","Vietnam","","","","","Quang Thinh Co Ltd ","Vietnam","Vietnam","20100210","","An Lu, Thuy Nguyen District, Haiphong City, Vietnam.",""
"5086375","QUANG ANH TRADING & SHPG CO","Vietnam","+84 37 910326","","","","Quang Anh Trading & Shipping Co ","Vietnam","Vietnam","20140515","","Quang Hung, Thanh Hoa City, Vietnam.","+84 37 910326"
"5092008","SHANTOU DIYUAN MARITIME","China, People's Republic of","+86 754 8852 9000","","diyuan@diyuan.com","www.diyuan.com","Shantou Diyuan Maritime Transport Co Ltd","China, People's Republic of","China, People's Republic of","20131028","","8th Floor, MSA Building, 47, Haibin Lu, Jinping Qu, Shantou, Guangdong, China.","+86 754 8852 5000"
"5094874","ZHOUSHAN HEFENG SHIPPING CO","China, People's Republic of","+86 580 382 1212","","zjseahead@yahoo.com.cn","","Zhoushan Hefeng Shipping Co Ltd ","China, People's Republic of","China, People's Republic of","20130418","","76, Lingxiu Jie, Donggang Jiedao, Putuo Qu, Zhoushan, Zhejiang, China.","+86 580 382 1010"
"5098112","ZHEJIANG DAISHAN HONGCHENG","China, People's Republic of","+86 580 473 6308","","wx821229@sohu.com","","Zhejiang Daishan Hongcheng Shipping Co Ltd","China, People's Republic of","China, People's Republic of","20130319","","3rd Floor, 125, Lanxiu Lu, Xiushanxiang, Daishan Xian, Zhejiang, 316261, China.","+86 580 473 6308"
"5099005","UNITED SHIPPERS LTD","India","+91 22 6756 8400","","inquiry@unitedshippers.com","www.unitedshippers.com","United Shippers Ltd ","India","India","20130116","","3rd Floor, Prospects Chambers, Dr Dadabhai Naoroji Marg, Fort, Mumbai, 400001, India.","+91 22 6756 8496"
"5109736","SHANGHAI QIANGHUI SHIPPING CO","China, People's Republic of","","","","","Shanghai Qianghui Shipping Co Ltd ","China, People's Republic of","China, People's Republic of","20130418","","540, Tongbei Lu, Yangpu Qu, Shanghai, China.",""
"5111462","MT MARITIME PTE LTD","Singapore","+65 6221 2255","","chartering@mtmm.sg","www.mtmaritime.com","MT Maritime Pte Ltd ","Singapore","United States of America","20140529","","29-02, 78, Shenton Way, Singapore 079120","+65 6221 2277"
"5113282","SHANGHAI CHANGHANG SHIPPING","China, People's Republic of","+86 21 5835 6228","","info@scsco.com.cn","www.scsco.com.cn","Shanghai Changhang Shipping Co Ltd ","China, People's Republic of","China, People's Republic of","20121101","","10th Floor, Changhang Building, 800, Zhangyang Lu, Pudong Xinqu, Shanghai, 200122, China.","+86 21 5835 6233"
"5122161","MAERSK SHIP MANAGEMENT BV","Netherlands","+31 10 712 7500","","nlashiptec2@maersk.com","www.maerskshipmanagement.com","Maersk Ship Management BV ","Netherlands","Denmark","20130930","","Boompjes 40, 3011 XB Rotterdam, Netherlands.","+31 10 712 7029"
"5122511","HOANG LOC SHIPPING JSC","Vietnam","+84 36 713322","","","","Hoang Loc Shipping JSC ","Vietnam","Vietnam","20130405","","Diem Dien, Thai Thuy District, Thai Binh Province, Vietnam.","+84 36 853343"
"5132596","COLUMBIA MARINE SERVICES LTD","Hong Kong, China","+852 2547 6228","","","","Columbia Marine Services Ltd ","Hong Kong, China","Hong Kong, China","20100909","","Room 2213, Hong Kong Plaza, 188, Connaught Road West, Sheung Wan, Hong Kong, China.","+852 2964 0153"
"5140755","ROMEO PAPA LLC","United States of America","+985 857 9275","","","www.romeopapaboats.com","Romeo Papa LLC ","United States of America","United States of America","20140929","","313, Safety Road, Houma LA 70363-5462, USA.","+985 857 9257"
"5147647","GSS PLANT LTD","United Kingdom","+44 1436 821277","","info@gssplant.co.uk","www.gssplant.co.uk","Gareloch Support Services (Plant) Ltd (GSS (Plant) Ltd)","United Kingdom","United Kingdom","20140818","","Rhu Marina, Gareloch Road, Rhu, Helensburgh, G84 8LH, United Kingdom.","+44 1436 821288"
"5148424","WILHELMSEN SHIP MGMT KOREA LTD","Korea, South","+82 51 711 0720","","","www.wilhelmsen.com","Wilhelmsen Ship Management (Korea) Ltd ","Korea, South","Norway","20140811","","10th Floor, Marine Center Building, 52, Chungjang-daero 9beon-gil, Jung-gu, Busan, 600-715, South Korea.","+82 51 711 0711"
"5152996","SHANGHAI MARUKICHI SHIP MGMT","China, People's Republic of","+86 21 6855 0089","","operation@marukichi.com","www.marukichi.com","Shanghai Marukichi Ship Management Co Ltd","China, People's Republic of","Japan","20131011","","Room 1105, Dragon Pearl Complex, 2123, Pudong Dadao, Pudong Xinqu, Shanghai, China.","+86 21 6855 2013"
"5159826","TONGMAO SHIP MANAGEMENT INC","China, People's Republic of","+86 580 369 6308","","tongmao2003@vip.163.com","","Tongmao Ship Management Inc ","Panama","China, People's Republic of","20111020","","Room 902, Flat 16, 128, Haizhou Lu, Donggang Jiedao, Putuo Qu, Zhoushan, Zhejiang, 316100, China.","+86 580 369 6318"
"5169748","FAIRSTAR HEAVY TRANSPORT NV","Netherlands","+31 10 403 5333","","fairstar@fairstar.com","www.fairstar.com","Fairstar Heavy Transport NV ","Netherlands","Netherlands","20140101","","20th Floor, Weena 690, 3012 CN Rotterdam, Netherlands.","+31 10 403 5344"
"5170493","P&R WATER TAXI LTD","United States of America","+1 808 526 9311","","info@pnrwatertaxi.com","pnrwatertaxi.com","P & R Water Taxi Ltd ","United States of America","United States of America","20130708","","123, Ahui Street, Honolulu HI 96813-5509, USA.","+1 808 526 9811"
"5178701","TAMPA TUGS LLC","United States of America","+1 813 242 6500","","operations@marinetowingtampa.com","www.marinetowingtampa.com","Tampa Tugs LLC ","United States of America","United States of America","20121018","","908, S 20th Street, Tampa FL 33605-6306, USA.","+1 813 242 4525"
"5183066","INDONESIAN FORTUNE LLOYD","Indonesia","+62 21 430 4723","","csjkt@ifl.co.id","www.ifl.co.id","PT Indonesian Fortune Lloyd (IFL) ","Indonesia","Indonesia","20140120","","Jalan Laksamana Yos Sudarso 68C, Kel Kebon Bawang, Jakarta, 14320, Indonesia.","+62 21 430 4721"
"5187789","NINGBO MARINE CO LTD","China, People's Republic of","+86 574 8735 6271","","shihx@nbmc.com.cn","www.nbmc.com.cn","Ningbo Marine Co Ltd (NMCL) ","China, People's Republic of","China, People's Republic of","20130905","","568, Zhongma Lu, Jiangbei Qu, Ningbo, Zhejiang, China.","+86 574 8735 5051"
"5191123","YUAN DA SHIPPING CO LTD-YANTAI","China, People's Republic of","+86 535 211 2001","","ydship@163.com","","Yuan Da Shipping Co Ltd ","China, People's Republic of","China, People's Republic of","20120612","","186, Nan Dajie, Zhifu Qu, Yantai, Shandong, China.","+86 535 622 8109"
"5200652","UBEM NV","Belgium","+32 3 829 9302","","","","UBEM NV ","Belgium","United Kingdom","20090702","","Sneeuwbeslaan 14, 2610 Antwerp, Belgium.","+32 3 829 9333"
"5204624","KEI-RSOS MARITIME LTD","India","+91 884 230 6090","","kr_kkd@yahoo.com","","Kei-Rsos Maritime Ltd ","India","India","20120823","","1-138, Ramanayyapeta, near Acchampeta Junction, ADB Street, Kakinada, Dist East Godavari, Andhra Pradesh, 533005, India.","+91 884 230 7091"
"5206682","WALVIS NIGERIA LTD","Nigeria","+234 1 269 1347","","","","Walvis Nigeria Ltd ","Nigeria","Nigeria","20090609","","4A, Lees Road, Ikoyi, Lagos, Nigeria.","+234 1 269 2476"
"5214223","HYPERBARIC CONSULT APS","Denmark","+45 70 23 16 47","","info@hbc-tek.dk","www.hbc-tec.dk","Hyperbaric Consult ApS ","Denmark","Denmark","20140909","","1st Floor, Havnen 5, 3250 Gilleleje, Denmark.","+45 70 23 06 47"
"5227357","PHU AN RIVER SEA TRANSPORT","Vietnam","+84 350 388 3676","","","","Phu An River Sea Transport Co-operative (Htx Van Tai Song Bien Phu An)","Vietnam","Vietnam","20100527","","Cat Thanh, Truc Ninh District, Nam Dinh Province, Vietnam.","+84 350 388 3676"
"5227374","PHU DAT RIVER SEA TRANSPORT CO","Vietnam","+84 31 874304","","","","Phu Dat River Sea Transport Co Ltd (Cong Ty Tnhh Van Tai Song Bien Phu Dat) ","Vietnam","Vietnam","20140113","","An Lu, Thuy Nguyen District, Haiphong City, Vietnam.","+84 31 874304"
"5227462","PHU LAM","Vietnam","+84 31 387 4324","","","","Phu Lam Co Ltd (Cong Ty Trach Nhiem Huu Han Phu Lam)","Vietnam","Vietnam","20101027","","An Lu, Thuy Nguyen District, Haiphong City, Vietnam.","+84 31 364 9092"
"5227520","TUAN HUNG TRANSPORT","Vietnam","+84 37 793583","","","","Tuan Hung Transport Co (Cong Ty Van Tai Tuan Hung)","Vietnam","Vietnam","20060522","","Quang Tien, Sam Son City, Thanh Hoa Province, Vietnam.",""
"5227666","THANH PHONG SHIPPING","Vietnam","+84 31 387 4359","","","","Thanh Phong Shipping Co Ltd (Cong Ty Tnhh Van Tai Bien Thanh Phong)","Vietnam","Vietnam","20101025","","An Lu, Thuy Nguyen District, Haiphong City, Vietnam.","+84 31 387 4359"
"5227741","TRUONG AN TRANSPORT & TRADING","Vietnam","+84 91 324 5609","","","","Truong An Transport & Trading Co Ltd (Cong Ty Tnhh Van Tai Va Thuong Mai Truong An) ","Vietnam","Vietnam","20101110","","Cat Thanh, Truc Ninh District, Nam Dinh Province, Vietnam.","+84 350 388 3929"
"5227754","TRUONG AN PHU TRADING","Vietnam","+84 31 387 4387","","","","Truong An Phu Trading & Transport Co Ltd (Cong Ty Tnhh Thuong Mai Va Van Tai Truong An Phu) ","Vietnam","Vietnam","20101208","","An Lu, Thuy Nguyen District, Haiphong City, Vietnam.",""
"5228001","MINH TUAN PTE WATERWAY TRANS","Vietnam","+84 31 859018","","","","Minh Tuan Private Waterway Transport Enterprise (Xi Nghiep Tu Nhan Van Tai Thuy Minh Tuan) ","Vietnam","Vietnam","20100609","","32, Quang Trung, Hong Bang District, Haiphong City, Vietnam.",""
"5229248","CONG THANH COMMERCIAL SERVICE","Vietnam","+84 36 853233","","","","Cong Thanh Commercial Service JSC (Cong Ty Co Phan Thuong Mai Dich Vu Cong Thanh) ","Vietnam","Vietnam","20140213","","Diem Dien, Thai Thuy District, Thai Binh Province, Vietnam.","+84 36 753469"
"5230529","FONNES SHIPPING AS","Norway","+47 56 16 82 40","","post@fonnesshipping.no","www.fonnesshipping.no","Fonnes Shipping AS ","Norway","Norway","20110627","","Postboks 3, 5953 Fonnes, Norway.","+47 56 16 82 41"
"5239624","NANTONG KANGHAI SHPG CO LTD","China, People's Republic of","+86 513 8505 7258","","khcw@ntkhcw.com.cn","www.ntkhcw.com.cn","Nantong Kanghai Shipping Co Ltd ","China, People's Republic of","China, People's Republic of","20130905","","5th Floor, Block A, Huatai Building, 82, Haoxi Lu, Chongchuan Qu, Nantong, Jiangsu, 226001, China.","+86 513 8505 7253"
"5239916","OFFSHORE OIL SERVICES INC","United States of America","+1 979 265 3300","","","www.offshoreoil.com","Offshore Oil Services Inc ","United States of America","United States of America","20130422","","1608, Old Angleton Road, Clute TX 77531-3512, USA.","+1 979 265 3307"
"5241483","TUAN THANH TRANSPORT TRADING","Vietnam","+84 91 324 5610","","","","Tuan Thanh Transport Trading Co Ltd ","Vietnam","","20060629","","An Lu, Thuy Nguyen District, Haiphong City, Vietnam.",""
"5243171","VAN OORD SHIP MANAGEMENT BV","Netherlands","+31 88 826 0000","","info@vanoord.com","www.vanoord.com","Van Oord Ship Management BV ","Netherlands","Netherlands","20130704","","Schaardijk 211, 3063 NH Rotterdam, Netherlands.","+31 88 526 5010"
"5245279","TRUNG HAI CO LTD","Vietnam","+84 36 371 1229","","","","Trung Hai Co Ltd ","Vietnam","","20110324","","Hamlet 3, Thuy Ha, Thai Thuy District, Thai Binh Province, Vietnam.","+84 36 371 2235"
"5251944","STAR REEFERS POLAND SP Z OO","Poland","+48 587 647 620","","info@star-reefers.com","www.star-reefers.com","Star Reefers Poland Sp z oo ","Poland","Cayman Islands","20120810","","ul Tadeusza Wendy 15, 81-341 Gdynia, Poland.","+48 587 647 621"
"5253146","HOANG PHAT WATERWAY TRANSPORT","Vietnam","+84 912 253558","","","","Hoang Phat Waterway Transport JSC ","Vietnam","Vietnam","20130405","","143, Hang Cap, Nam Dinh City, Vietnam.",""
"5266703","HANJIN SHIP MANAGEMENT CO LTD","Korea, South","+82 51 460 8008","","mail@hanjinsm.com","www.hanjinsm.com","Hanjin Ship Management Co Ltd ","Korea, South","Korea, South","20140903","","46, Chungjang-daero 9beon-gil, Jung-gu, Busan, 600-755, South Korea.","+82 51 464 6256"
"5267471","STRELETS CO LTD","Russia","+7 401 271 6010","","strelets@kanet.ru","","Strelets Co Ltd (OOO 'Strelets') ","Russia","Russia","20090619","","Office 402, ul Shmidta 43, Murmansk, 183788, Russia.","+7 401 371 6010"
"5271200","SHENZHEN SINOCEAN MARINE","China, People's Republic of","+86 755 8612 2888","","marketing@sinocean.com","www.sinocean.com","Shenzhen Sinocean Marine Co Ltd ","China, People's Republic of","China, People's Republic of","20111102","","Rooms 701-710, Shekou Port Building, 3, Gangwan Sanlu, Shekou Industrial Zone, Nanshan Qu, Shenzhen, Guangdong, China.","+86 755 8612 2300"
"5271403","HARREN & PARTNER SHIP","Germany","+49 421 468 6100","","info@hp-shipping.de","www.harren-partner.de","Harren & Partner Ship Management GmbH & Co KG","Germany","Germany","20131028","","Hermann-Hollerith-Strasse 10, 28355 Bremen, Germany.","+49 421 468 6101"
"5281705","XIANGSHAN XING NING SHIPPING","China, People's Republic of","","","","","Xiangshan Xing Ning Shipping Co Ltd ","China, People's Republic of","China, People's Republic of","20090401","","China.",""
"5283471","DONGIL SHIPPING CO LTD","Korea, South","+82 51 200 1233","","dongil@dngilshipping.co.kr","","Dongil Shipping Co Ltd ","Korea, South","Korea, South","20091214","","391-1, Gamcheon 1-dong, Saha-gu, Busan, 604-070, South Korea.","+82 51 200 1255"
"5286480","QINZHOU GUIQIN SHIPPING GROUP","China, People's Republic of","+86 777 281 7999","","gqcw0777@vip.163.com","","Qinzhou Guiqin Shipping Group Co Ltd ","China, People's Republic of","China, People's Republic of","20120515","","Rooms 601 & 602, Unit 1, Guangsha Garden, Qinbei Qu, Qinzhou, Guangxi, China.","+86 777 283 6493"
"5292435","SEATRANS AS","Norway","+47 55 92 32 00","","mail@seatrans.no","www.seatrans.no","Seatrans AS ","Norway","Norway","20110819","","Wernersholmvegen 5, 5232 Paradis, Norway.","+47 55 91 22 41"
"5299962","P&O FERRIES HOLDINGS LTD","United Kingdom","+44 1304 863217","","customer.services@poferries.com","www.poferries.com","P&O Ferries Holdings Ltd ","United Kingdom","United Arab Emirates","20120223","","Channel House, Channel View Road, Dover, Kent, CT17 9TJ, United Kingdom.","+44 1304 863449"
"5301655","PEMBORONG BUMIJAYA SDN BHD","Malaysia","+60 89 774726","","","","Pemborong Bumijaya Sdn Bhd ","Malaysia","Malaysia","20120524","","TB 277-278, 2nd Floor, Block 29, Fajar Complex, 91000 Tawau, Sabah, Malaysia.","+60 89 763612"
"5306815","LAFONIA SEA FOODS SA","Spain","","","","","Lafonia Sea Foods SA ","Spain","Spain","20100610","","Cubillon Chapela s/n, 36800 Redondela (Pontevedra), Spain.",""
"5311210","AKITA PUTERA LINES PT","Indonesia","","","","","PT Akita Putera Lines ","Indonesia","Indonesia","20130417","","Blok H, Jalan Akasia Raya 13/7, Kec Tambun, Bekasi, 17510, Indonesia.",""
"5311807","ADRIATIC MARINE LLC","United States of America","+1 985 537 9330","","","www.adriaticmarinellc.com","Adriatic Marine LLC ","United States of America","United States of America","20131025","","201, Raceland Street, Raceland LA 70394-2632, USA.","+1 985 537 9390"
"5314660","CAMORIM SERVICOS MARITIMOS","Brazil","+55 21 2107 3554","","camorim@camorim.com.br","www.camorim.com.br","Camorim Servicos Maritimos Ltda ","Brazil","Brazil","20110608","","Grupo 1408/13, Avenida Venezuela 3, Saude, Rio de Janeiro RJ, 20081-311, Brazil.","+55 21 2233 3479"
"5318129","SCHULTE SHIPMANAGEMENT-UK","United Kingdom","+44 1912 931820","","uk-sdc-man@bs-shipmanagement.com","www.bs-shipmanagement.com","Bernhard Schulte Shipmanagement (UK) Ltd ","United Kingdom","Germany","20140924","","3 Hedley Court, Orion Business Park, North Shields, NE29 7ST, United Kingdom.","+44 1912 931821"
"5326574","SWISSMARINE SERVICES SA","Switzerland","+41 22 827 1888","","operations@swissmarine.ch","www.swissmarine.com","SwissMarine Services SA ","Switzerland","Bermuda","20120807","","Route de Florissant, 13, 1206 Geneva, Switzerland.","+41 22 827 1899"
"5332652","SMT SHIPMANAGEMENT & TRANS-POL","Poland","+48 58 520 7272","","s.pyz@smtshipping.com","www.smtgdynia.pl","SMT Shipmanagement & Transport Gdynia Ltd Sp z oo","Poland","Poland","20130103","","ul Parkowa 46, 81-727 Sopot, Poland.","+48 58 520 7273"
